id,name,city,city2,country,description,imageCredit,imageCreditLink,state,stateShort,nameEnglish,name2,city3,code
COK,Cochin International Airport,Kochi,Cochin,India,"Cochin International is located in the city of Kochi, previously known as Cochin. Its airport code pulls letters from the new name, *Koc*hi, but reverses them.",Prasad Pillai,https://www.flickr.com/photos/prasad-om/,Kerala,KL,,,,
COO,Aéroport International de Cotonou,Cotonou,,Benin,Cotonou International is officially named after Beninese Cardinal Bernardin Gantin. Its three-letter code comes from its home in the city of *Co*t*o*nou.,jbdodane,https://www.flickr.com/photos/jbdodane/,,,,,,
COR,Aeropuerto Internacional de Córdoba,Córdoba,Cordoba,Argentina,"The third largest airport in Argentina, Córdoba International is also called Ingeniero Aeronáutico Ambrosio L.V. Taravella Airport. It gets its three-letter code from the city of *Cór*doba.",@pfsuarez,https://www.flickr.com/photos/clonazpm/,,,Ingeniero Aeronáutico Ambrosio L.V. Taravella,,,
COS,Colorado Springs Airport,Colorado Springs,,USA,"In operation since 1927, the *CO*lorado *S*prings Airport is the second busiest airport in Colorado.",Gaylon Wampler,https://commons.wikimedia.org/wiki/File:Colorado_Springs_Airport_Terminal_Building.jpg#metadata,Colorado,CO,,,,
CPH,"Københavns Lufthavn, Kastrup",Copenhagen,Kastrup,Denmark,"Located in the small town of Kastrup and founded in 1925, *C*o*p*en*h*agen Airport is one of the oldest civil airports in the world.",Arnþór Snær Sævarsson,https://www.flickr.com/photos/easysleazycheesy/,Tårnby,,,,,
CPR,Casper–Natrona County International Airport,Casper,Natrona,USA,"Built in 1942, Casper–Natrona County International was originally known as  C_as_p_e_r Army Airfield.",formulanone,https://www.flickr.com/photos/formulanone/,Wyoming,WY,,,,
CPT,Cape Town International Airport,Cape Town,,South Africa,"Opened in 1954 to replace Wingfield Aerodrome, Africa’s third busiest airport is located in the city of *C*a*p*e *T*own, South Africa.",flowcomm,https://www.flickr.com/photos/flowcomm/,,,,,,
CPV,Aeroporto Presidente João Suassuna,Campina Grande,,Brazil,"Presidente João Suassuna Airport gets its three-letter code from *C*am*p*ina Grande. The ‘*V*’ could come from *V*ila Nova da Rainha, the city’s former name, but is likely a filler letter.",David Cesarino de Sousa,https://www.flickr.com/photos/40871147@N03/,Paraíba,PB,Presidente João Suassuna Airport,,,
CQM,Aeropuerto Central Ciudad Real,Ciudad Real,Puertollano,Spain,"Built at great expense, *C*iudad Real Central Airport was previously known as Don *Q*uijote Airport and South *M*adrid Airport, but now sits unused.",Africa Twin,https://commons.wikimedia.org/wiki/File:Airport_Ciudad_Real_LERL_1.JPG,,,,,,
EAS,Aeropuerto de San Sebastián,San Sebastián,Hondarribia,Spain,"San Sebastián Airport is actually located in the municipality of Hondarribia, but gets its three-letter code from the city of San S*e*b*as*tián."," ZaldunUrdina",https://www.flickr.com/photos/inazio/,,,,,,
CRK,Paliparang Pandaigdig ng Clark,Manila,Mabalacat City,Philippines,"Originally established as Clark Air Base by the U.S. Army in 1903, *C*la*rk* International is named after Major Harold M. Clark. It was known as Diosdado Macapagal International from 2003 until 2012.",TheJMP617,http://en.wikipedia.org/wiki/File:Clark_International_Airport_Departure_Hall_View.jpg,,,Clark International Airport,,,
CRL,Aéroport de Charleroi Bruxelles Sud,Charleroi,Gosselies,Belgium,Brussels South Charleroi International started as a flying school in 1919. Its airport code honors its home in the city of *C*ha*rl*eroi.,LANZATE,https://www.flickr.com/photos/lanzate21/,,,Brussels South Charleroi Airport,,,
CRP,Corpus Christi International Airport,Corpus Christi,,USA,"Corpus Christi International opened a new six-gate terminal named Hayden W. Head Terminal in 2002. It is city-owned and available for public-use just west of *C*o*rp*us Christi, in Nueces County, Texas.",TravelingOtter,https://www.flickr.com/photos/travelingotter/,Texas,TX,,,,
CRW,Yeager Airport,Charleston,,USA,"Yeager Airport is named after U.S. Army Brigadier General Chuck Yeager, but its airport code honors its home in *C*ha*r*leston, *W*est Virginia.",Rich,https://www.flickr.com/photos/richmanwisco/,West Virginia,WV,,,,
CTA,Aeroporto di Catania-Fontanarossa,Catania,,Italy,"Also known as Vincenzo Bellini Airport after the famous opera composer, *C*a*t*ani*a*–Fontanarossa Airport was the region’s first airport, built in 1924.",fabricata,https://www.flickr.com/photos/fattycata/,,,,,,
CTG,Aeropuerto Internacional Rafael Núñez,Cartagena,,Colombia,Rafael Núñez International is named after the former Colombian president who wrote the verses for the country’s national anthem. Its airport code honors its home in the city of *C*ar*t*a*g*ena.,David Shankbone,https://www.flickr.com/photos/shankbone/,Bolívar,,Rafael Núñez,,,
CTS,New Chitose Airport,Sapporo,Chitose,Japan,"Opened in 1991, New Chitose Airport replaced the original Chitose Airport. It serves the Sapporo area and at first had the three-letter code of SPK. Its current code comes from its name and the nearby city of *C*hi*t*o*s*e.",Tzuhsun Hsu,https://www.flickr.com/photos/alberth2/,,,,,,
CTU,Chengdu Shuangliu International Airport,Chengdu,Shuangliu,China,Shuangliu Airport opened in 1938 as a supplementary airfield during World War II and is now one of the busiest airports in China. Its airport code is derived from the city’s former English name: *C*heng*tu*.,Kuruman,https://www.flickr.com/photos/kuruman/,Sichuan,,,,,
CUL,Aeropuerto Internacional Federal de Bachigualato,Culiacán,Navolato,Mexico,"Often called Culiacán Airport, Bachigualato Federal International is named after Bachigualato, the neighborhood where it’s located. Its airport code comes from *Cul*iacán, the city it serves.",Malova Gobernador,https://www.flickr.com/photos/malova2010/,Sinaloa,SI,Bachigualato Federal International Airport,,,
CUN,Aeropuerto Internacional de Cancún,Cancún,,Mexico,"Cancún International is Mexico’s second busiest airport, but serves the most international traffic. Its three-letter code comes from the city of Can*cún*.",apium,https://www.flickr.com/photos/apium/,Quintana Roo,QR,,,,
CUR,Hato Internationale luchthaven,Willemstad,,Netherlands,"Often called Hato International, Curaçao Airport is the only airport to serve the island of *Cur*açao.",Aero Icarus,https://www.flickr.com/photos/aero_icarus/,,Curaçao,Curaçao International Airport,,,
CUZ,Aeropuerto Internacional Alejandro Velasco Astete,Cusco,,Peru,"Alejandro Velasco Astete International is named after the Peruvian pilot first to cross the Andes in 1925. It serves the city of Cusco, often spelled *Cuz*co.",Davide,https://www.flickr.com/photos/devedeve/,,,Alejandro Velasco Astete International Airport,,,
CVF,Altiport de Courchevel,Courchevel,French Alps,France,"Courchevel Altiport (a term used to describe mountainous aerodomes in the French Alps) serves Courchevel ski resort. Its three-letter code comes from *C*ourche*v*el, *F*rance.",yokoaoki,https://www.flickr.com/photos/yokoblue/,,,,,,
CVG,Cincinnati/Northern Kentucky International Airport,Hebron,Ohio,USA,"Serving the greater Cincinnati metro area, Cincinnati/Northern Kentucky’s airport code comes from the nearby city of *C*o*v*in*g*ton.",Robert S. Donovan,https://www.flickr.com/photos/booleansplit/,Kentucky,KY,,,,
CVU,Aeródromo de Corvo,Vila do Corvo,Corvo,Portugal,"Opened in 2005, Corvo Airport is located in Vila do Corvo on the island of *C*or*v*o. The letter ‘*U*’ is a phonetic replacement for the ‘O’ in Corvo.",António Manuel Dias,https://www.flickr.com/photos/ammdias/,,Azores,,,,
CWB,Aeroporto Internacional de Curitiba - Afonso Pena,Curitiba,São José dos Pinhais,Brazil,"Built in 1944 for the Brazilian Air Force, Afonso Pena International is named after Brazil’s 6th president. With the codes CUR and CUB already taken, *C*uriti*b*a subbed a ‘*W*’ for the ‘U’.",Infraero,https://www.flickr.com/photos/infraero/,Paraná,PR,Afonso Pena International Airport,,,
CWL,Maes Awyr Caerdydd,Cardiff,,UK,"Started as a satellite aerodrome during World War II, Cardiff Airport gets its airport code from its home in *C*ardiff, *W*a*l*es.",NATS Press Office,https://www.flickr.com/photos/natspressoffice/,Wales,,,,,
HGZ,,,,,,,,,,,,,
OTN,,,,,,,,,,,,,
TLF,,,,,,,,,,,,,
BZT,,,,,,,,,,,,,
HBH,,,,,,,,,,,,,
CXR,Sân bay Quốc tế Cam Ranh,Khanh Hoa,,Vietnam,"Originally built by the U.S. Navy during the Vietnam War, Cam Ranh International serves Khanh Hoa but is located on *C*am *R*anh Bay. Its code is completed by an ‘*X*’, often used as a filler letter.",Basilicofresco,http://commons.wikimedia.org/wiki/File:Cam_Ranh_Airport.jpg,,,Cam Ranh International Airport,,,
CZM,Aeropuerto Internacional de Cozumel,Cozumel,,Mexico,"Cozumel International gets its three-letter aiport code from the city it serves, *C*o*z*u*m*el.",Sharon Hahn Darlin,https://www.flickr.com/photos/sharonhahndarlin/,Quintana Roo,QR,Cozumel International Airport,,,
CZS,Aeroporto Internacional de Cruzeiro do Sul,Cruzeiro do Sul,,Brazil,"Commissioned in 1970, Cruzeiro do Sul International gets its airport code from the city of *C*ru*z*eiro do *S*ul.",Agência de Notícias do Acre,https://commons.wikimedia.org/wiki/File:Aeroporto_de_Cruzeiro_do_Sul-AC.jpg,Acre,AC,Cruzeiro do Sul International Airport,,,
DAB,Daytona Beach International Airport,Daytona Beach,,USA,"Started in 1930 as Sholtz Field, Daytona Beach International evolved from an uncommonly successful beach airport. Located next to Daytona International Speedway, it serves the city of *D*ayton*a* *B*each.",Micah Maziar,https://www.flickr.com/photos/mzwp/,Florida,FL,,,,
DAC,Hazrat Shahjalal International Airport,Dhaka,Kurmitola,Bangladesh,"In 2010, Hazrat Shahjalal International was renamed to honor the Sufi saint Shah Jalal. Its airport code comes from a former spelling for the city of Dhaka: *Dac*ca.",Zaed Zaman,https://www.flickr.com/photos/63395675@N05/,,,,,,
RBV,,,,,,,,,,,,,
TLG,,,,,,,,,,,,,
AGY,,,,,,,,,,,,,
AHJ,,,,,,,,,,,,,
DAD,Sân bay Quốc tế Đà Nẵng,Da Nang,,Vietnam,"Da Nang International is located in *Da* Nang, the largest city in central Vietnam. Its code’s last letter likely comes from Quang Nam-*Đ*a Nang, the province Da Nang belonged to before becoming an independent municipality in 1997.",Dragfyre,http://commons.wikimedia.org/wiki/File:DAD_new_terminal_2012_01.JPG,,,,,,
DAL,Dallas Love Field,Dallas,Fort Worth,USA,"Founded and named in 1917, Love Field honors U.S. Army pilot Moss L. Love. Its airport code honors its home in the city of *Dal*las.",jayRaz,https://www.flickr.com/photos/shnakepup/,Texas,TX,,,,
DAM,Damascus International Airport,Damascus,,Syria,"Inaugurated in the 1970s, Damascus International get its airport code from its home in the capital city of *Dam*ascus.",alexander kohlhofer,https://www.flickr.com/photos/plasticshore/,,,,,,
DAR,Julius Nyerere International Airport,Dar es Salaam,,Tanzania,"Renamed in 2006, Julius Nyerere International honors Tanzania’s first president. It was previously named *Dar* es Salaam International after its home city.",Roland,https://www.flickr.com/photos/rolandh/,,,,,,
DAY,James M. Cox Dayton International Airport,Dayton,,USA,"In 1952, Dayton Municipal was renamed to honor James M. Cox, former governor of Ohio. Its airport code honors its home in *Day*ton.",redlegsfan21,https://www.flickr.com/photos/redlegsfan21/,Ohio,OH,,,,
DBQ,Dubuque Regional Airport,Dubuque,,USA,Dubuque Regional features two runways and serves as a general aviation and commercial airport. Its three-letter code comes from its home city of *D*u*b*u*q*ue.,AzDesign2010,https://www.flickr.com/photos/48323057@N06/,Iowa,IA,,,,
DBV,Zračna luka Dubrovnik/Čilipi,Dubrovnik,Čilipi,Croatia,"Opened in 1962, Dubrovnik Airport is located in the village of Čilipi and serves the city of *D*u*b*ro*v*nik.",Hiroyuki Nakano,https://www.flickr.com/photos/hiroyukinakano/,,,,,,
DCA,Ronald Reagan Washington National Airport,Washington D.C.,Arlington County,USA,"In 1998, Washington National Airport was renamed to honor former U.S. President Ronald Reagan. Its airport code honors its home in *D*istrict of *C*olumbi*a*.",thisisbossi,https://www.flickr.com/photos/thisisbossi/,Virginia,VA,,,,
DEB,Debreceni Nemzetközi Repülőtér,Debrecen,,Hungary,"Originally opened in the 1930s, Debrecen International gets its airport code from its home in the city of *Deb*recen.",Timon91,https://www.flickr.com/photos/timon91/,,,,,,
DED,Jolly Grant International Airport,Dehradun,,India,Dehradun International is located 25km from *De*hra*d*un. It’s also known as the Air Gateway of Garhwal and is important for tourism in Uttarakhand.,Paul Hamilton,https://www.flickr.com/photos/paulhami/,Uttarakhand,UK,,,,
DEL,Indira Gandhi International Airport,New Delhi,Delhi,India,"Previously known as Palam Aiport, Indira Gandhi International was renamed in 1986 to honor the former Indian prime minister. Its airport code honors its home in *Del*hi.",Nadir Hashmi,https://www.flickr.com/photos/nadircruise/,Delhi,DL,,,,
DEN,Denver International Airport,Denver,,USA,"Until 1995, Stapleton International Airport served the *Den*ver area with airport code DEN. When Stapleton closed, the new airport switched from DVX to DEN.",Bart Heird,https://www.flickr.com/photos/chicagobart/,Colorado,CO,,,,
DET,Coleman A. Young International Airport,Detroit,,USA,"Formerly Detroit City Airport, Coleman A. Young International is named after Coleman Young who served as mayor from 1974 to 1994. Its three-letter code honors the city of *Det*roit.",Mark H Anbinder,https://www.flickr.com/photos/mhaithaca/,Michigan,MI,,,,
DFW,Dallas/Fort Worth International Airport,Dallas–Fort Worth,Fort Worth,USA,"For decades Dallas and Fort Worth ran competing airports, but in 1969 construction finally began on a joint airport to serve the *D*allas-*F*ort *W*orth area.",Jim Nix,https://www.flickr.com/photos/jimnix/,Texas,TX,,,,
DIL,Aeroporto Internacional Presidente Nicolau Lobato,Dili,,East Timor,Presidente Nicolau Lobato International is named after East-Timorese national hero Nicolau dos Reis Lobato. Its three-letter airport code comes from the capital city of *Dil*i.,David Stanley,https://www.flickr.com/photos/davidstanleytravel/,Timor-Leste,,Presidente Nicolau Lobato International Airport,,,
DIN,Sân bay Điện Biên Phủ,Dien Bien Phu,,Vietnam,"Dien Bien Phu Airport gets its three-letter code from its home in the city of *Di*e*n* Bien Phu, Vietnam.",Tycho,http://commons.wikimedia.org/wiki/File:Dien_Bien_Phu_Airport.JPG,,,,,,
DKR,Léopold Sédar Senghor International Airport,Dakar,Yoff,Senegal,"Formerly known as Dakar Yoff Airport, Léopold Sédar Senghor International is now named after the first President of Senegal. Located in Yoff, it serves the capital city of *D*a*k*a*r*.",Kalyan Neelamraju,https://www.flickr.com/photos/kalyan3/,,,,,,
DLA,Aéroport International de Douala,Douala,,Cameroon,Douala International is the busiest airport in Cameroon. Its three-letter code comes from its home in the city of *D*oua*la*.,khrawlings,https://www.flickr.com/photos/khrawlings/,,,,,,
DLC,Dalian Zhoushuizi International Airport,Dalian,,China,"Dalian Zhoushuizi International is located in Liaoning Province and serves the city of *D*a*l*ian, *C*hina.",Zhang Emilia,https://en.wikipedia.org/wiki/File:Dalian_Airport.jpg,Liaoning,,,,,
DLH,Duluth International Airport,Duluth,,USA,"Opened in 1930 as Williamson–Johnson Municipal, Duluth International was renamed in 1961. Its airport code comes from its home in the city of *D*u*l*ut*h*.",John Russell,https://www.flickr.com/photos/jr98664/,Minnesota,MN,,,,
FAK,,,,,,,,,,,,,
DLI,Lien Khuong Airport,Dalat,Đức Trọng,Vietnam,"Located in Đức Trọng District, Lien Khuong Airport is the largest of four airports in the Central Highlands region. Its code comes from *D*a*l*at *I*nternational.",Diane Selwyn,https://commons.wikimedia.org/wiki/File:Lien_Khuong_Airport_01.jpg,Lâm Đồng,,,,,
